#name;CR;MR;alignment;size;type;subtypes;groups;environment;climate;plane;variant;intervals;source
##Bestiaries

#Bestiary 1 (10.2009)
stag archon;4;;1;4;9;10,11,12,17,50;;0,13;;14;;1-2,3-5|band;CS
Sunlord Thalachos;15;;2;5;9;10,12,16,43,50;;0,11,13;;14,15,16;;1u;CS
swaithe;4;;9;3;9;8,9,12,22;;0,13;;18;;1-2,3-5|gang;CS
Tarrasque;25;;9;8;6;51;;0;;0;;1u;CS
Thais;15;;3;5;9;8,10,12,43,50;;0,11,13;;16;;1u;CS
the Menotherian;15;;6;5;9;8,12,43,50;;0,11,13;;16;;1u;CS
the Prince in Chains\*the Prince in Chains;15;;7;5;9;9,11,12,27;;0,11,13;;1;;1u;CS
thognorok;4;;9;4;9;2,8,9,12,32;;0,1,13;;18;;1-2,3-5|gang;CS
thyrlien;4;;3;3;9;8,10,12,19,50;;0,11,13;;16;;1-2,3-5|squad;CS
vendenopterix;4;;6;4;9;8,12,50;;0,11,13;;16;;1-2;CS
xocothian;4;;5;5;9;1,7,12;;0,1,11;;7,10;;1-2,3-5|school;CS
Yethazmari;15;;9;5;9;8,9,12,43;;0,11,13;;18;;1u;CS
yhohm;4;;2;2;9;6,10,12;;0,11,13;;15;;1-2,3-5|flight;CS
zentragt;4;;6;5;9;8,12;;0,13;;16;;1-2,3-5|gang;CS

#Numeria, land of fallen stars (6.2014)
arachnid robot;0;;5;3;2;49;;0,13;;0;;1-2,3-12|colony;CS
bloodbrush;2;;5;3;10;;;8;1,2;0;;1-2,3-12|field;CS
capacitor ooze;11;;5;4;8;;;3,8;1;0;;1;CS
mannequin robot;2;;5;4;2;49;;0,13;;0;;1-2,3-8|band;CS
robot golem;11;;5;5;2;;36;0,13;;0;;1,2-4|gang;CS
robot golem shield guardian;13;;5;5;2;;36;0,13;;0;;1-2;CS
scrapyard robot;3;;5;4;2;49;;10;;0;;1;CS
torturer robot;8;;5;3;2;49;;0,13;;0;;1;CS
zhen worm;0;;5;4;12;;;12;3;0;;1-2,3-20|colony;CS

#Lost treasures (12.2014)
Champion of the Gilded Host\*Champion of the Gilded Host;18;7;5;8;2;39,47;;0;;0;;1;CS
gold colossus;18;6;5;8;2;39,47;;0;;0;Champion of the Gilded Host\*Champion of the Gilded Host;1;CS

#Belkzen, hold of the orc hordes (2.2015)
ankhrav;9;;5;6;6;;;5,8,13;;0;;1;CS
bristle boar;3;;5;4;1;;27;5,8;;0;;1-2;CS
bull of Zagresh\*Bull of Zagresh;7;;5;6;1;;27;5,8;;0;;1-2,10-30|herd;CS
Burning Child;10;;6;3;11;6;;8;2;0;;1u;CS
dahzagan;6;;9;5;9;8,9,12;;0,11,13;;18;;1,3,6-8|murder;CS
Juggerloathe;16;;9;7;6;;;0;;0;;1u;CS
warcat of Rull\*Warcat of Rull;13;;5;6;1;;27;5,6;1;0;;1-2;CS
Whisperfall vulture;1;;5;3;1;;27;6;2;0;;1-2,3-18|flock;CS
an army of 1d3 [ankhravs\ankhrav] plus 2d4 [ankhegs\ankheg];9,3;;5;5,6;6;;;8;2,3;0;;;CS
a royal party of 1 [ankhrav] plus 2d6 [ankhegs\ankheg];9,2;;5;5,6;6;;;8;2,3;0;;;CS

#Tombs of Golarion (3.2015)
gravitic globe;10;;5;5;2;;;0,13;;0;;1;CS
mechanical efreeti|mechanical efreet;1;;5;2;2;38;;0,13;;0;;1,2-6|company;CS
prismatic orrery;13;;5;7;2;;;0;;0;;1;CS

#Andoran, birthplace of freedom (5.2015)
Bee-Man of Bellis\*Bee-Man of Bellis;9;;8;4;0;;;4;2;0;;1u;CS
candlestone courtier;12;;8;4;4;;;13;;0;;1-2,3-6|delegation;CS
cevrapal;5;;2;4;9;10,12,15;;0;;15;;1-2,3-6|order;CS
erinat;2;;9;2;4;;37;13,14;;0;;1-2,3-8|mob;CS
fellsig;3;;8;4;11;6;;6,13;;0;;1-2,3-8|flow;CS
ragewight;6;;9;4;11;;;5;2;0;;1;CS
sawdust slough;4;;5;5;10;;;4;2;0;;1-2,3-6|cascade;CS
silverblood werewolf|silverblood werewolves\silverblood lycanthrope (human form);5;;9;4;5;50;42;0;;0;;1,2-4|pack;CS
Talmandor;23;;2;5;9;10,12,15;;11;;15;;1u;CS
a flight of [Talmandor] and 1d4+2 advanced [avorals\avoral];23,0;;2;4,5;9;10,12,15;;11;;15;avoral;;CS
a pack of 2d3 [silverblood werewolves\silverblood lycanthrope (human form)], 2d4 [werevolves\werevolf (human form)] and 1d10+10 [hobgoblins\hobgoblin];5,6;;7,9;4;5;50;42;5;2;0;;;CS
a war band of 1 [ragewight] plus 1d4+1 cairn wights;6,3;;7,9;4;11;;;5;2;0;wight;;CS
a war clan of 1d4+1 [ragewight] plus 1d8+2 cairn wights;6,6;;7,9;4;11;;;5;2;0;wight;;CS

#Occult bestiary (8.2015)
amanusya;6;;7;4;9;13,33,50;;0;;0;;1-2,3-8|troupe;CS
avatarana;12;;7;4;9;13,33,50;;0;;0;;1;CS
baku dreamweaver;11;;5;4;6;;;0,11,13;;0;;1;CS
cantor;9;;7;3;9;9,11,12,27;;0,13;;1;;1-2,3-6|expedition;CS
caulborn thoughtkeeper;9;;5;4;9;12;;0,13;;;;1-2,3-6|cabal;CS
cerebric cyst;7;;8;2;8;;;10,13;;0;;1-2,3-6|flight,7-12|colony;CS
chyzaedu;10;;7;7;0;;;0,13;;0;;1;CS
dark empath;2;;6;3;5;40;;13;;0;;1-2,3-6|gang;CS
dreamthief hag;11;;8;4;9;9,12;38;0,11,13;;5;;1,3|coven;CS
egophage;10;;9;3;0;;;13;;0;;1,3-8|brood,10-30|tribe;CS
enlightened contemplative;5;;5;4;7;;;14;;0;;1,2-5|band;CS
fear eater;5;;8;4;4;;;13;;0;;1-2,3-6|band;CS
feargaunt;9;;9;5;9;12,45;;0,11,13;;5;;1;CS
hive mind beetle swarm;13;;4;1;6;52;;4;2;0;;1,2-4|colony;CS
liavaran dreamer;8;;5;5;0;;;11;;0;;1-2,3-5|flotilla;CS
mnemor;5;;7;4;9;9,11,12,23;;0,13;;20;;1;CS
neothelid overlord;20;;9;7;0;;;13;;0;;1-2;CS
painajai;14;;9;5;9;8,9,12,22;;0,13;;5,18;;1;CS
prism dragon;17;;6;6;3;12;;6,13;;0;;1;CS
psyche serpent;2;;5;2;6;;32;0;2,3;0;;1;CS
psychic lich;12;;7;4;11;;;0,13;;0;;1;CS
psychic vampire;8;;7;4;11;;49;0,13;;0;;1;CS
reborn samsaran;0;;5;4;5;;;0;;0;;1-2,3-12|clan;CS
serpentfolk reclaimer;6;;8;4;7;;;4,13;3;0;;1-2;CS
seugathi savant;10;;9;6;0;;;13;;0;;1;CS
shotalashu;2;;5;5;6;;;4;3;0;;1,3-5|pack;CS
synesis;4;;5;4;9;12,14;;0,11,13,15;;13,14,15,16,17,18,19,20,21;;1-2,3-6|convention;CS
tattoo guardian;3;;5;4;2;;;0,13;;0;;1;CS
tenebrous blight;6;;5;6;10;;;13;;0;;1,2-4|grove;CS
Tychilarius;23;;9;8;0;2,8,9;;7;;0;;1u;CS
vayuphak;5;;7;4;9;9,11,12,18;;0,11,13;;20;;1-2,3-12|band;CS
xill matriarch;9;;7;4;9;9,12;;0,11,13,15;;3;;1;CS
xulgath;4;;9;4;5;;;13;;0;;1-2,3-6|clutch;CS
yithian elder;13;;4;5;0;;;0,13;;0;;1-2;CS
1 [dreamthief hag] mounted on 1 advanced nightmare;8,1;;8;4,5;9;9,12;38;0;;5;nightmare;;CS
1 [lashunta] mounted on 1 [shotalashu];2,1;;2,5;4,5;5,6;;;0;;0;;;CS
a conclave of 1d3+2 [neothelid overlords\neothelid overlord] served by a cult of 1d6+4 [neothelids\neothelid] and 2d8+8 [seugathi];20,5;;9;5,7;0;;;13;;0;;;CS
a conclave of 1d4+2 [serpentfolk reclaimers\serpentfolk reclaimer] plus 1d6+4 degeneate serpentfolk;6,6;;8;4;7;;;4,13;3;0;serpentfolk;;CS
a cult of 1d3 [serpentfolk reclaimers\serpentfolk reclaimer] plus 1d3+2 [allips\allip];6,3;;8,9;4;7,11;45;;4,13;3;0;;;CS
an entourage of 1 [enlightened contemplative] and 1d3+1 [contemplatives\contemplative];5,2;;5;4;7;;;14;;0;;;CS
a gang of 1 [xill matriarch] plus 2d3 [xills\xill];9,2;;7;4;9;9,12;;0,11,13,15;;3;;;CS

#Cheliax, the infernal empire (12.2015)
animate aria;9;;5;5;2;;;14;;0;;1;CS
ash hag;5;;7;4;7;;;10,14;;0;;1,3|coven;CS
cerebrus worm;14;;5;7;6;2;;7;;0;;1;CS
hellfire ignis;3;;8;3;4;6;32;4,8;;0;;1,2-5|gang;CS
sire devil/patraavex;7;;7;4;9;9,11,12,23,50;;0,13;;20;;1;CS
zealot wraith;7;;8;4;11;45;;0,13;;0;;1-2,3-8|conclave;CS
a crew of 1d4+4 [hellfire ignises\hellfire ignis] plus 1 advanced hellfire ignis leader;4,5;;8;3;4;6;32;4,8;;0;hellfire ignis;;CS

#Darklands revisited (2.2016)
thorny;3;;5;4;10;;;13;;0;;1-2,3-6|pack;CS

#Heaven unleashed (4.2016)
cervine protector;6;;1;5;9;10,11,12;;0;;14;;1-2,3-6|bulwark;CS
preceptor archon;9;;1;4;9;10,11,12,17;;0,11,13;;14;;1-2,3-6|intervention;CS

#Planes of power (9.2016)
agrawgh;5;;5;5;9;4,12;;13;;8;;1-2,3-12|crew;CS
bathysphere jellyfish;0;;5;2;12;2,12;;1;;10;;1,2-5|pack,6-13|bloom;CS
cinderghost;7;;8;4;11;6,12,45;;8;;9;;1,3,8-12|rush;CS
murajau;5;;2;5;7;2,12;;1;;10;;1,6-8|band,26-40|caravan;CS
nephlei;9;;6;5;9;1,12;;11;;7;;1;CS
onkushu;13;;3;5;9;6,10,12;;0,11;;9;;1-2,3-12|host;CS
ozimat;11;;5;4;9;4,5,12,45;;0,13;;8;;1;CS
veldenar;10;;5;6;6;1,12;;0,11;;7;;1-2;CS
Ymeri;28;;8;5;9;6,9,12;6;0,11,13;;9;;1u;CS

#The First World, realm of the fey (12.2016)
bulabar;1;;4;2;4;;;0,13;;4;;1-2,3-10|team;CS
choxani;3;;6;4;4;;;0;;4;;1-2,3-6|convocation;CS
ekekeh;4;;2;5;4;2;;7;;4;;1-2,3-6|family,7-18|pod;CS
escorite;8;;9;5;4;;;0;;4;;1;CS
gerbie;4;;3;3;4;;;0;;4;;1-2,3-6|party;CS
remacera;6;;6;5;4;;;4,5;;4;;1-2,3-4|nest;CS

#Qadira, jewel of the east (1.2017)
genie-touched horse;6;;5;5;6;;;8;3;0;;1-2,3-10|herd;CS
rabisu;11;;9;4;4;;;3,5,6;3;0;;1-2,3-6|gang;CS
shissah;4;;5;4;1;;27;3;3;0;;1-2,3-16|herd;CS

#Taldor, the first empire (12.2017)
baetriov;8;;7;4;11;;49;14;;0;;1,2-6|cabal;CS
Cassomir stray;4;;8;3;0;;;14;;0;;1-2,3-8|pack;CS
fading fox;2;;5;2;1;;;0;2;0;;1-2;CS
emperor stag;3;;5;4;1;;;4,5;2;0;;1-2;CS
ginever;5;;9;4;7;;;14;;0;;1,2-4|gang;CS
grogrisant;16;6;5;6;6;47;;5,8;2,3;0;;1;CS
redkind|-;2;;8;3;4;;;14;;0;;1-2;CS
roofgarden;7;;5;4;10;;;4,14;2;0;;1-2;CS
titanboar;6;;5;5;1;;;4,5;2;0;;1-2;CS
a gaggle of 1d4+1 [redkind] plus 1 [bogeyman];10,1;;8;3,4;4;;;14;;0;;;CS

#Nidal, land of shadows (4.2018)
hive brute;8;;8;5;0;44;;0,13;;0;;1-2;CS
joyful thing;6;;7;4;9;13;;0,13;;0;;1-2,3-8|coven;CS
suffragan;5;;7;4;9;9,11,12,27;;0,13;;1;;1-2,3-6|tangle;CS
shadow fern;4;;5;4;10;;;4,13;;0;;1-2,3-12|patch;CS
smokeshade;2;;8;2;0;12,45;32;0,11,13;;1;;1-2;CS
a hive of 1 [hive queen] plus 1d10 [hive brutes\hive brute], 3d12 hive workers and 1d12 [hive warriors\hive warrior];10,6;;8;4,5,6;0;44;;0,13;;0;;;CS

#Construct handbook (11.2018)
champion automaton;10;;4;5;2;12,35;;0,13;;21;;1-2;CS
clockwork goblin;3;;5;3;2;38;;0,13;;0;;1-2,3-6|gang;CS
clockwork gunslinger;7;;5;4;2;38;;0,13;;0;;1-2,3-8|squad;CS
clockwork priest;11;;5;4;2;38;;0,13;;0;;1-2,3-8|clergy;CS
clockwork songbird;0;;5;2;2;38;;0,13;;0;;1-2,3-12|harmony;CS
dragonhide golem;16;;5;6;2;;36;0,13;;0;;1,2-4|gang;CS
dragonhide golem shield guardian;18;;5;6;2;;36;0,13;;0;dragonhide golem;1-2;CS
familiar automaton;2;;4;2;2;12,35;32;0,13;;21;;1;CS
gladiator robot;17;;5;4;2;49;;0,13;;0;;1-2,3-6|squad;CS
inubrix golem;14;;5;5;2;;36;0,13;;0;;1,2-6|gang;CS
inubrix golem shield guardian;16;;5;5;2;;36;0,13;;0;;1-2;CS
master automaton;20;;4;6;2;12,35;;0,13;;21;;1;CS
octopod mechanic drone;13;;5;4;2;49;;0,13;;0;;1-2;CS
repair robot;2;;5;4;2;49;;0,13;;0;;1-2,3-12|union;CS
sand golem;9;;5;5;2;;36;0,13;;0;;1,2-4|gang;CS
sand golem shield guardian;11;;5;5;2;;36;0,13;;0;;1-2;CS
sharpshooter automaton;15;;4;4;2;12,35;;0,13;;21;;1-2;CS
stalker automaton;5;;4;4;2;12,35;;0,13;;21;;1-2,3-6|pack;CS

#Concordance of rivals (4.2019)
#TODO

#Druma, profit & prophecy (6.2019)
#TODO

##Player companion

#Qadira, gateway to the east (6.2009)
zhyen;0;;5;2;9;1,4,6,7,12;;0,1,11,13;;0,7,8,9,10;;1;PC
a gang of 1 [zhyen] and 1d3+1 [mephits\mephit];3,3;;5;2,3;9;1,3,4,6,7,12;43;0,1,11,13;;0,7,8,9,10;;;PC

#Animal archive (2.2013)
armadillo;-2;;5;2;1;;31;8;2,3;0;;1;PC
llama;0;;5;4;1;;27;5,6;1,2;0;;1-2,3-15|herd;PC
moose;3;;5;5;1;;27;4;1;0;;1-2;PC
panda;2;;5;4;1;;27;4;2,3;0;;1-2;PC
rabbit;-3;;5;2;1;;31;4,8;1;0;;1-2,3-16|down;PC
squirrel;-4;;5;1;1;;31;4;;0;;1-2;PC

#Familiar folio (1.2015)
cat sith;2;;6;2;6;;32;5;2;0;;1-2,3-7|band;PC
caypup;2;;3;3;9;13;32;0;;0;;1,2-4|pack;PC
ioun wyrd;-1;;5;2;2;;31;0;;0;;1;PC
kakapo;-4;;5;2;1;;31;4,8;3;0;;1-2,3-4|family;PC
koala;-2;;5;3;1;;31;4;3;0;;1;PC
leopard slug;-4;;5;1;12;;31;4;3;0;;1-2,3-10|cornucopia;PC
mole;-3;;5;2;1;;31;0;;0;;1-2,3-5|labor;PC
peacock;-2;;5;3;1;;31;4;2,3;0;;1-2,3-10|muster;PC
petrifern;-3;;5;1;10;;31;4;;0;;1,2-14|bundle,15-60|hive;PC
popoto;-1;;5;3;1;;31;7;;0;;1-2,3-18|pod;PC
pseudosphinx;2;;5;2;6;;32;3;3;0;;1;PC
pufferfish;-2;;5;2;1;2;31;2;3;0;;1,2-8|school;PC
wallaby;-1;;5;3;1;;31;4,5;2,3;0;;1-2,3-12|herd;PC

#Monster summoner's handbook (6.2015)
codex archon;5;;1;4;9;10,11,12,17;;0,11,13;;14;;1,2-8|team;PC
ember weaver;8;;5;4;9;12,31;;0,11,15;;3;;1-2,3-12|procession;PC
an escort of 1 [ember weaver] and 1 [shoki];9,1;;5;4;9;12,31;;0,11,15;;3;;;PC
a troupe of 1 [ember weaver] plus 1d8+2 [ahmuuths\ahmuuth];8,3;;5;4;9;12,31;;0,11,15;;3;;;PC
a troupe of 1 [ember weaver] plus 1d8+2 [catrinas\catrina];8,3;;5;4;9;12,31;;0,11,15;;3;;;PC
a troupe of 1 [ember weaver] plus 1d8+2 [esoboks\esobok];8,2;;5;4;9;12,31;;0,11,15;;3;;;PC
a troupe of 1 [ember weaver] plus 1d8+2 [nosois\nosoi];8,2;;5;2,4;9;12,31;;0,11,15;;3;;;PC

#Legacy of dragons (8.2016)
calligraphy wyrm;2;;5;1;3;;32;14;;0;;1;PC
pseudowyvern;2;;5;2;3;;32;4,5;2,3;0;;1-2,3-6|flight;PC

#Adventurer's armory 2 (6.2017)
small poppet\poppet, small;0;;5;3;2;;;0,13;;0;;1;PC
tiny poppet\poppet, tiny;-1;;5;2;2;;31;0,13;;0;;1;PC

#Heroes of Golarion (3.2019)
#TODO

#Chronicle of legends (5.2019)
#TODO


##Adventure paths

#Rise of the Runelords (1-6)
black magga;15;;9;7;9;2,13;;7;;0;;1;AP
carrionstorm;1;;8;2;11;52;;0,13;;0;;1,2-4|flock,5-12|murder;AP
forgefiend\scanderig;10;;7;5;9;4,12;;13;;8;;1,2-6|team;AP
hungerer;15;;9;6;7;;;6;1;0;;1,2-5|feast;AP
kuchrima;8;;9;4;7;;;6;;0;;1-2,3-7|flight,8-12|gluttony;AP
mother of oblivion|mothers of oblivion;10;;9;6;9;2,13;;9;;0;black magga;1;AP
scarlet walker;12;;7;6;9;9,11,12;;0,13;;0,22;;1-2,3-8|crowd;AP
skull ripper;9;;6;5;2;;;0,13;;0;;1-2,3-8|nest;AP

#Curse of the crimson throne (7-12)
akaruzug;15;;7;5;2;;;10;;0;;1;AP
chained spirit;14;;7;4;11;45;;0,13;;0;;1;AP
danse macabre;14;;8;5;11;45;;0,13;;0;;1;AP
drain spider;-2;;5;2;12;;;0;;0;;1-2,3-12|colony;AP
dream spider;0;;5;3;12;;;4,14;3;0;;1-2,3-8|colony;AP
havero;24;;8;8;0;;;15;;0;;1;AP
havero tentacle;6;;8;5;0;;;0;;0;;1-6;AP
house drake;2;;3;2;3;;;14;;0;;1-2,3-9|clutch;AP
pharmakos;15;;8;7;0;2;;0,13;;0;;1;AP
red reaver;13;;5;5;6;;;5;2;0;;1;AP

#Council of thieves (25-30)
aspidochelone;17;;5;8;6;2;;7;;0;;1;AP
Basileus;15;;7;4;9;9,11,12,23,43;;0,11,13;;20;;1u;AP
bone idol;2;;5;1;2;;;0,13;;0;;1;AP
cabal devil/uniila;10;;7;4;9;9,11,12,23,45;;0,11,13;;20;;1-2,3-9|cabal;AP
calikang;12;;4;5;7;;;5;2,3;0;;1,2-4|gang,5-12|tribe;AP
chortov;9;;7;6;9;9,11,12,23;;0,13;;20;;1,2-3|gang;AP
ebon acolytus;7;;5;5;2;;;0,13;;0;;1;AP
ephialtes;16;;7;6;9;9,10,12,27;;0,13;;1;;1,2-8|team;AP
greater possession devil/greater gidim\possession devil, greater (gidim);15;;7;4;9;9,11,12,23,45;;0,11,13,15;;3,20;;1;AP
Hand of the Inheritor\*Hand of the Inheritor;15;;1;5;9;10,11,12,16,43;;0,11,13;;14;;1u;AP
Hell gigas;15;;7;7;5;9,10,12,41;35;0;;20;;1-2,3-7|gang;AP
jade idol;4;;5;1;2;;;0,13;;0;;1;AP
lar|-es;5;;1;4;9;10,11,13,45;;0,11,13;;0;;1;AP
lesser possession devil/lesser gidim\possession devil, lesser (gidim);6;;7;4;9;9,11,12,23,45;;0,11,13,15;;3,20;;1;AP
malbolgian cerberi;12;;7;5;9;9,11,12;;0,13;;20;;1;AP
nihiloi;11;;6;4;9;12;;0,11,13;;1;;1,2-8|cell,9-26|cabal;AP
ravener behemoth;18;;5;8;6;36;;4,5,8;;0;;1-2;AP
salikotal;7;;7;4;9;9,11,12,23;;0,11,13;;20;;1,2-8|team;AP
shadowgarm;2;;8;4;0;12;;0,13;;1;;1,2-12|gathering;AP
spartolos|spartoi;6;;8;4;11;;;0,13;;0;;1-2,3-8|troop;AP
stone idol;3;;5;1;2;;;0,13;;0;;1;AP
strix|-;-1;;1,4,7;4;7;;;6;2;0;;1-2,3-6|hunting party,5-12|war party;AP
stymphalidies swarm;6;;5;2;6;52;;2,8;3;0;;1,2-4|flock,5-8|host;AP
tinder devil/ukobach;4;;7;3;9;9,11,12,23;;0,13;;20;;1-2,4-16|team;AP
torble;-4;;5;1;12;;31;4,13;;0;;1-2,3-30|swarm;AP
torble swarm;2;;5;2;12;52;;4,13;;0;;1-2,3-6|infestation;AP
wood idol;1;;5;1;2;;;0,13;;0;;1;AP
a squad of the [Hand of the Inheritor\*Hand of the Inheritor] plus 1d4+1 [astral devas\astral deva];15,4;;1;4,5;9;10,11,12,16;;0,11,13;;14,15,16;;;AP

#Kingmaker (31-36)
blodeuwedd;6;;6;4;4;;;8;2;0;;1-2,3-8|gathering;AP
blood cougar;1;;5;3;1;;27;5;3;0;advanced [thylacine];1,2-5|pack;B3
bog strider;2;;5;4;7;;;12;2,3;0;;1-2,3-12|band,13-60|tribe;AP
brush thylacine;2;;5;4;1;;;4;2;0;;1,2-5|pack;AP
calathgar;4;;5;3;10;;;4;1;0;;1,2-8|growth,9-25|garden;AP
Casmar thylacine;-1;;5;2;1;;27;5;3;0;young [thylacine];1,2-10|pack;B3
clawbat;1;;5;3;6;;;5,10;2;0;;1-2,3-16|clutch;AP
drekavac;3;;8;3;11;;;0,13;;0;;1,2-5|pack;AP
dweomercat;7;;6;4;6;;;4;;4;;1,2-3|hunt;AP
dweomercat cub;2;;6;2;6;;32;4;;0,4;;1;AP
First Blade;15;;6;5;9;8,12,43;;0,13;;16;;1u;AP
greater verdurous ooze;11;;5;5;8;;;4,8;2;0;;1;AP
irlgaunt;13;;8;5;0;;;4,13;;0;;1-2,3-12|swarm;AP
river elk;2;;5;5;1;;39;8;1,2;0;;1-2,3-50|herd;AP
rorkoun;6;;8;6;0;2;;12,13;2;0;;1;AP
Sarusan wolf;0;;5;3;1;;27;5;3;0;thylacine;1,2-5|pack;B3
skirk nettle;6;;5;5;6;12;;0;3;4;;1,6-24|shoal;AP
stygira;7;;7;4;7;;;5,13;2;0;;1-2,3-7|mystery;AP
thawn;2;;9;5;5;41;;5,8;2;0;;1-2,3-8|gang;AP
the Grim White Stag;15;;1;8;9;10,11,12,43;;0;;14;;1u;AP
verdurous ooze;6;;5;4;8;;;4,8;2;0;;1;AP
an ambush of 1d3 [dweomercats\dweomercat] and 2d6 [dweomercat cubs\dweomercat cub];7,3;;6;2,4;6;;;4;;0,4;;;AP

#Serpent's skull (37-42)
Arcanotheign;15;;5;4;9;12,43,45;;0,11,13;;17;;1u;AP
biloko;0;;8;3;4;;;4;3;0;;1-2,3-16|gang;AP
bloodhaze mosquito swarm;6;;5;0;12;52;;4,12;3;0;;1-2,3-6|pestilence,7-12|plague;AP
bluetip eurypterid;5;;5;5;12;2;;7;2,3;0;;1-2;AP
camulatz;9;;9;5;6;;;4;3;0;;1,2-5|flight,6-12|aerie;AP
chemosit;4;;5;5;6;;;4;3;0;;1-2,3-6|troop;AP
Emperor of Scales\*Emperor of Scales;15;;9;6;9;8,9,43,50;;0,13;;0;;1u;AP
glass urchin;9;;5;6;12;2;;2,7;3;0;;1-2,3-4|cluster;AP
impundulu;11;;8;4;9;9,12,50;32;4;2,3;0;;1-2,3-12|flock;AP
inkanyamba;13;;9;7;6;;;9;3;0;;1-2;AP
lesser hollow serpent;6;;8;4;11;;;13;;0;;1-2,3-8|nest;AP
megapiranha swarm;6;;5;2;1;2,52;;1;;0;;1,2-4|shoal,5-7|school;AP
obambo;13;;7;4;11;45;;4;3;0;;1;AP
ochre eurypterid;-1;;5;3;12;2;;7;3;0;;1-2,3-12|swarm;AP
Personification of Fury\*Personification of Fury;15;;5;6;9;1,5,7,12,43;;0,1,11;;7,10;;1u;AP
rhamphorhynchus;-1;;5;2;1;;28,31;2,4;3;0;;1-2,3-16|flock;AP
spitting eurypterid;12;;5;7;12;2;;7;2,3;0;;1;AP
tikoloshe;3;;9;3;11;2;;1,4;3;0;;1,2-8|gang,9-20|clan;AP
tribal totem;6;;5;4;2;;;0,13;;0;;1,2-4|gang;AP
tuyewera;4;;9;4;11;;;0,13;;0;;1;AP
umasi;4;;6;4;7;;;4;3;0;;1,2-8|hunting party,10-30|tribe;AP
umdhlebi;12;;5;6;10;;;4;3;0;;1;AP
undead ningyo;1;;8;3;11;2;;0,1;;0;;1-2,3-15|exhibit;AP
vireseed swarm;5;;5;0;10;52;;0,11;;0,11;;1,2-4|flight,5-7|cloud;AP
a tribe of 1 [obambo] plus 1d2 [giant flytraps\giant flytrap];13,1;;5,7;4,6;10,11;45;;4;3;0;;;AP
a tribe of 1 [obambo] plus 1d3 [shambling mounds\shambling mound];13,0;;5,7;4,5;10,11;45;;4;3;0;;;AP

#Carrion crown (43-48)
boruta;9;;5;4;10;;;0;;0;;1,2-4|party;AP
choleric ooze swarm;2;;5;2;8;52;;13;;0;;1-2,3-7|mass;AP
dark young of Shub-Nigurrath;12;;9;6;0;;;4,12;2;0;;1-2,3-6|grove;AP
dimensional shambler;8;;9;4;9;8,9;;0,13;;;;1-2,3-9|gang;AP
flaming skull;0;;8;2;11;;;0,13;;0;;1-2,3-6|patrol;AP
forsaken lich;12;;8;4;11;;;0,13;;0;;1;AP
gargoyle guardian;8;;5;5;2;;;0;;0;;1,2-8|wing;AP
giant beheaded;2;;8;5;11;;;0,13;;0;;1;AP
gnoph-keh;11;;9;5;1;3;;0;1;0;;1-2,3-8|gathering;AP
hollow helm;1;;8;2;11;;;0,13;;0;;1-2;AP
medusa head;3;;8;3;11;;;0,13;;0;;1-3;AP
melancholic ooze swarm;1;;5;2;8;52;;13;;0;;1-2,3-4|glob;AP
Mother's Maw\*Mother%u2019s Maw;15;;8;5;11;9,12,43;;0,13;;19;;1u;AP
phantom lancer;6;;8;5;11;;;0,13;;0;;1-2;AP
phlegmatic ooze swarm;0;;5;2;8;52;;13;;0;;1-2,3-6|sputum;AP
sanguine ooze swarm;-1;;5;2;8;52;;13;;0;;1-2,3-5|coagulum;AP
skin stealer;2;;9;4;4;;;0,13;;0;;1;AP
skull swarm;1;;8;2;11;52;;0,13;;0;;1-2,3-5|mass;AP
spawning canker;9;;9;4;0;;;0;;0;;1;AP
Steward of the Skein\*Steward of the Skein;15;;5;4;9;12,43,50;;0,13;;13;;1u;AP
vilkacis;7;;9;4;11;45;;0;;0;;1;AP
weaverworm;8;;8;6;0;;;4,5;;0;;1;AP
a band of 1d3+1 [borutas\boruta] plus 1d3 [shambling mounds\shambling mound];9,4;;5;4,5;10;;;4,12;2;0;;;AP
a jelly of 1d3+2 [phlegmatic ooze swarms\phlegmatic ooze swarm] and 1d3 [sanguine ooze swarms\sanguine ooze swarm];0,4;;5;2;8;52;;13;;0;;;AP
a sludge of 1d3+2 [melancholic ooze swarms\melancholic ooze swarm] and 1d3+1 [choleric ooze swarms\choleric ooze swarm];2,5;;5;2;8;52;;13;;0;;;AP

#Jade regent (50-54)
atamahuta;11;;7;5;9;13,29,41,50;;6;2;0;;1-2;AP
chon chon;0;;6;2;0;;;4,10;2,3;0;;1-2,3-12|flight;AP
chon chon swarm;3;;6;3;0;52;;4,10;2,3;0;;1;AP
dosojin;7;;2;4;9;13,26;;0;;0;;1-2,3-10|cloister;AP
earth yai|-;13;;8;5;9;13,29,41,50;;6;2;0;;1;AP
fukujin;3;;4;2;9;13,26;;0;;0;;1,2-4|garden;AP
gare linnorm;15;;9;7;3;2;41;9;1;0;;1;AP
hala;4;;9;4;9;1,8,9,12,22;;0,11,13;;18;;1;AP
ja noi|-;5;;7;4;9;13,29,50;;5;2,3;0;;1,2-4|patrol;AP
kaminari;17;;6;6;9;1,13,26;;5,6,11;2;0;;1-2,3-5|symphony;AP
kijimuna;2;;6;3;5;;;2,4;2,3;0;;1,2-7|family,8-28|tribe;AP
